first_harmonic,second_harmonic,on_pareto_front,representative,delay_variance_ratio_to_lfm,delay_std_ratio_to_lfm,rms_bandwidth_hz,mainlobe_width_samples,peak_sidelobe_db,peak_sidelobe_amplitude_ratio_to_lfm,integrated_sidelobe_db,integrated_sidelobe_energy_ratio_to_lfm,doppler_coupling_samples_per_hz,doppler_coupling_ratio_to_lfm,doppler_fit_residual_rms_samples
0.14,-0.03,True,,0.7542496968331088,0.8684755015733655,41589.713982721485,14,-9.785430964384584,1.530911700947753,-3.685441739679447,4.046988335005596,0.006971583287103083,0.8657296968090962,0.0004340760991940265
0.14,-0.020000000000000004,True,,0.7601372809349367,0.8718585211689662,41428.33594492892,14,-9.440642246876902,1.5929039100148732,-3.8421168133591435,3.903592233069128,0.006996346650355559,0.8688048058736612,0.00045804594699906746
0.14,-0.009999999999999995,True,,0.7659419783423098,0.8751811117376276,41271.05490167987,14,-9.115606083090167,1.6536415899731993,-3.9644095504053127,3.795204405802704,0.007019909784719968,0.8717308707758633,0.0004856477359887403
0.14,0.0,True,,0.7716578565007063,0.8784405822255176,41117.917867510405,14,-8.799474438957576,1.714936203496154,-4.045440190918424,3.7250500082559594,0.007042227743179187,0.8745023100048891,0.0005165620075412499
0.15000000000000002,-0.07,True,,0.7177368999801307,0.8471935434008753,42634.47000132029,14,-10.37427928479405,1.430565431379736,-2.537521058566269,5.271376312562633,0.0068019771384095285,0.8446680421406281,0.0003964166183052895
0.15000000000000002,-0.06,True,,0.7236923342074972,0.8507010839345964,42458.683071589694,14,-10.641693577351461,1.387193393405743,-2.7595890288906597,5.008610085316698,0.006830068229497716,0.8481563877243066,0.00039677311093763766
0.15000000000000002,-0.05,True,,0.7295881687879554,0.854159334543594,42286.779820461474,14,-10.285056700503976,1.445336118257038,-2.97105820196145,4.770570369029898,0.006857155166375776,0.8515200376564979,0.0004021493038983208
0.15000000000000002,-0.04,True,,0.735419044525978,0.8575657668808719,42118.80780037525,14,-9.897579724038744,1.5112722379855614,-3.1678667613727107,4.559208466104306,0.0068831945929395035,0.8547536079856083,0.0004122353902051348
0.15000000000000002,-0.03,True,,0.7411795135943358,0.8609178320805858,41954.81422907255,14,-9.532968461803584,1.5760618895097205,-3.3451682644154084,4.376826186078352,0.006908143110706743,0.8578517094975596,0.0004267214908841287
0.15000000000000002,-0.020000000000000004,True,,0.7468640481078972,0.8642129645567099,41794.84593819313,14,-9.1895012947432,1.6396329070208635,-3.4973774505409616,4.226086495207109,0.0069319573823073835,0.8608089605671541,0.0004452989153554496
0.15000000000000002,-0.009999999999999995,True,,0.7524670493825899,0.8674485860168255,41638.9493206647,14,-8.865678924878218,1.7019145235002842,-3.6182810909960033,4.1100586330626845,0.006954594239669764,0.8636200005926383,0.0004676614895147974
0.15000000000000002,0.0,True,,0.7579828578738632,0.8706221096858632,41487.17027697528,14,-8.560188398493176,1.7628374604258765,-3.7012288136724685,4.032303800936636,0.006976010796595397,0.8662795039752089,0.0004935069458122672
